"","batch","type","cluster"
"W37288","MARS-seq","GMP","MARS-seq 1"
"W37289","MARS-seq","CMP","MARS-seq 3"
"W37290","MARS-seq","GMP","MARS-seq 4"
"W37291","MARS-seq","CMP","MARS-seq 2"
"W37292","MARS-seq","MEP","MARS-seq 0"
"W37293","MARS-seq","MEP","MARS-seq 0"
"W37294","MARS-seq","MEP","MARS-seq 0"
"W37295","MARS-seq","CMP","MARS-seq 3"
"W37296","MARS-seq","GMP","MARS-seq 4"
"W37297","MARS-seq","GMP","MARS-seq 1"
"W37298","MARS-seq","MEP","MARS-seq 0"
"W37300","MARS-seq","GMP","MARS-seq 2"
"W37301","MARS-seq","MEP","MARS-seq 0"
"W37302","MARS-seq","GMP","MARS-seq 1"
"W37303","MARS-seq","GMP","MARS-seq 1"
"W37304","MARS-seq","GMP","MARS-seq 1"
"W37305","MARS-seq","GMP","MARS-seq 1"
"W37306","MARS-seq","MEP","MARS-seq 0"
"W37307","MARS-seq","MEP","MARS-seq 0"
"W37308","MARS-seq","GMP","MARS-seq 1"
"W37309","MARS-seq","MEP","MARS-seq 3"
"W37310","MARS-seq","CMP","MARS-seq 2"
"W37311","MARS-seq","CMP","MARS-seq 3"
"W37312","MARS-seq","GMP","MARS-seq 1"
"W37313","MARS-seq","MEP","MARS-seq 0"
"W37314","MARS-seq","MEP","MARS-seq 0"
"W37315","MARS-seq","GMP","MARS-seq 1"
"W37317","MARS-seq","MEP","MARS-seq 3"
"W37318","MARS-seq","MEP","MARS-seq 0"
"W37319","MARS-seq","CMP","MARS-seq 3"
"W37320","MARS-seq","CMP","MARS-seq 3"
"W37322","MARS-seq","GMP","MARS-seq 4"
"W37323","MARS-seq","MEP","MARS-seq 0"
"W37324","MARS-seq","GMP","MARS-seq 1"
"W37325","MARS-seq","MEP","MARS-seq 0"
"W37326","MARS-seq","GMP","MARS-seq 4"
"W37327","MARS-seq","CMP","MARS-seq 2"
"W37328","MARS-seq","CMP","MARS-seq 3"
"W37330","MARS-seq","GMP","MARS-seq 1"
"W37331","MARS-seq","GMP","MARS-seq 3"
"W37332","MARS-seq","GMP","MARS-seq 1"
"W37334","MARS-seq","GMP","MARS-seq 3"
"W37335","MARS-seq","GMP","MARS-seq 1"
"W37336","MARS-seq","MEP","MARS-seq 0"
"W37337","MARS-seq","GMP","MARS-seq 1"
"W37338","MARS-seq","MEP","MARS-seq 0"
"W37339","MARS-seq","MEP","MARS-seq 0"
"W37340","MARS-seq","CMP","MARS-seq 5"
"W37341","MARS-seq","GMP","MARS-seq 4"
"W37342","MARS-seq","MEP","MARS-seq 0"
"W37343","MARS-seq","CMP","MARS-seq 5"
"W37344","MARS-seq","MEP","MARS-seq 0"
"W37345","MARS-seq","MEP","MARS-seq 0"
"W37346","MARS-seq","MEP","MARS-seq 0"
"W37347","MARS-seq","MEP","MARS-seq 3"
"W37348","MARS-seq","GMP","MARS-seq 4"
"W37349","MARS-seq","GMP","MARS-seq 2"
"W37350","MARS-seq","GMP","MARS-seq 1"
"W37353","MARS-seq","MEP","MARS-seq 0"
"W37354","MARS-seq","CMP","MARS-seq 2"
"W37355","MARS-seq","CMP","MARS-seq 3"
"W37356","MARS-seq","CMP","MARS-seq 3"
"W37357","MARS-seq","GMP","MARS-seq 1"
"W37358","MARS-seq","GMP","MARS-seq 1"
"W37361","MARS-seq","MEP","MARS-seq 0"
"W37362","MARS-seq","GMP","MARS-seq 2"
"W37363","MARS-seq","GMP","MARS-seq 1"
"W37364","MARS-seq","MEP","MARS-seq 0"
"W37365","MARS-seq","MEP","MARS-seq 0"
"W37366","MARS-seq","MEP","MARS-seq 0"
"W37367","MARS-seq","GMP","MARS-seq 1"
"W37369","MARS-seq","MEP","MARS-seq 0"
"W37371","MARS-seq","MEP","MARS-seq 0"
"W37372","MARS-seq","CMP","MARS-seq 1"
"W37373","MARS-seq","GMP","MARS-seq 1"
"W37374","MARS-seq","MEP","MARS-seq 0"
"W37375","MARS-seq","CMP","MARS-seq 3"
"W37376","MARS-seq","GMP","MARS-seq 1"
"W37377","MARS-seq","MEP","MARS-seq 0"
"W37378","MARS-seq","MEP","MARS-seq 0"
"W37379","MARS-seq","GMP","MARS-seq 1"
"W37380","MARS-seq","MEP","MARS-seq 0"
"W37381","MARS-seq","MEP","MARS-seq 0"
"W37382","MARS-seq","CMP","MARS-seq 3"
"W37384","MARS-seq","GMP","MARS-seq 1"
"W37385","MARS-seq","GMP","MARS-seq 1"
"W37386","MARS-seq","MEP","MARS-seq 0"
"W37387","MARS-seq","MEP","MARS-seq 0"
"W37388","MARS-seq","GMP","MARS-seq 2"
"W37389","MARS-seq","MEP","MARS-seq 0"
"W37390","MARS-seq","GMP","MARS-seq 4"
"W37391","MARS-seq","MEP","MARS-seq 0"
"W37392","MARS-seq","GMP","MARS-seq 2"
"W37393","MARS-seq","MEP","MARS-seq 0"
"W37394","MARS-seq","GMP","MARS-seq 2"
"W37395","MARS-seq","MEP","MARS-seq 0"
"W37396","MARS-seq","MEP","MARS-seq 0"
"W37397","MARS-seq","CMP","MARS-seq 3"
"W37398","MARS-seq","MEP","MARS-seq 3"
"W37399","MARS-seq","GMP","MARS-seq 4"
"W37401","MARS-seq","GMP","MARS-seq 4"
"W37402","MARS-seq","GMP","MARS-seq 2"
"W37403","MARS-seq","MEP","MARS-seq 0"
"W37405","MARS-seq","GMP","MARS-seq 4"
"W37406","MARS-seq","MEP","MARS-seq 0"
"W37407","MARS-seq","MEP","MARS-seq 0"
"W37409","MARS-seq","MEP","MARS-seq 0"
"W37410","MARS-seq","MEP","MARS-seq 0"
"W37411","MARS-seq","MEP","MARS-seq 0"
"W37412","MARS-seq","GMP","MARS-seq 1"
"W37413","MARS-seq","MEP","MARS-seq 0"
"W37414","MARS-seq","MEP","MARS-seq 0"
"W37415","MARS-seq","MEP","MARS-seq 0"
"W37417","MARS-seq","GMP","MARS-seq 4"
"W37418","MARS-seq","CMP","MARS-seq 2"
"W37419","MARS-seq","GMP","MARS-seq 1"
"W37420","MARS-seq","MEP","MARS-seq 0"
"W37421","MARS-seq","MEP","MARS-seq 0"
"W37422","MARS-seq","MEP","MARS-seq 0"
"W37424","MARS-seq","GMP","MARS-seq 4"
"W37425","MARS-seq","CMP","MARS-seq 3"
"W37426","MARS-seq","MEP","MARS-seq 0"
"W37427","MARS-seq","CMP","MARS-seq 3"
"W37428","MARS-seq","MEP","MARS-seq 0"
"W37429","MARS-seq","MEP","MARS-seq 0"
"W37430","MARS-seq","GMP","MARS-seq 1"
"W37431","MARS-seq","GMP","MARS-seq 1"
"W37432","MARS-seq","GMP","MARS-seq 1"
"W37433","MARS-seq","MEP","MARS-seq 0"
"W37434","MARS-seq","GMP","MARS-seq 2"
"W37435","MARS-seq","MEP","MARS-seq 0"
"W37436","MARS-seq","GMP","MARS-seq 2"
"W37437","MARS-seq","MEP","MARS-seq 0"
"W37442","MARS-seq","MEP","MARS-seq 0"
"W37443","MARS-seq","GMP","MARS-seq 1"
"W37446","MARS-seq","MEP","MARS-seq 3"
"W37449","MARS-seq","GMP","MARS-seq 2"
"W37450","MARS-seq","MEP","MARS-seq 0"
"W37451","MARS-seq","MEP","MARS-seq 3"
"W37452","MARS-seq","CMP","MARS-seq 2"
"W37453","MARS-seq","MEP","MARS-seq 0"
"W37454","MARS-seq","GMP","MARS-seq 1"
"W37455","MARS-seq","MEP","MARS-seq 0"
"W37456","MARS-seq","GMP","MARS-seq 4"
"W37457","MARS-seq","GMP","MARS-seq 1"
"W37458","MARS-seq","GMP","MARS-seq 1"
"W37459","MARS-seq","MEP","MARS-seq 0"
"W37460","MARS-seq","GMP","MARS-seq 4"
"W37461","MARS-seq","CMP","MARS-seq 3"
"W37462","MARS-seq","MEP","MARS-seq 0"
"W37463","MARS-seq","GMP","MARS-seq 1"
"W37465","MARS-seq","MEP","MARS-seq 0"
"W37466","MARS-seq","GMP","MARS-seq 1"
"W37467","MARS-seq","GMP","MARS-seq 1"
"W37468","MARS-seq","CMP","MARS-seq 3"
"W37469","MARS-seq","GMP","MARS-seq 4"
"W37470","MARS-seq","GMP","MARS-seq 2"
"W37471","MARS-seq","GMP","MARS-seq 2"
"W37473","MARS-seq","MEP","MARS-seq 0"
"W37474","MARS-seq","MEP","MARS-seq 0"
"W37475","MARS-seq","CMP","MARS-seq 2"
"W37476","MARS-seq","GMP","MARS-seq 4"
"W37477","MARS-seq","MEP","MARS-seq 0"
"W37478","MARS-seq","GMP","MARS-seq 2"
"W37479","MARS-seq","MEP","MARS-seq 3"
"W37480","MARS-seq","GMP","MARS-seq 1"
"W37481","MARS-seq","GMP","MARS-seq 1"
"W37482","MARS-seq","MEP","MARS-seq 0"
"W37483","MARS-seq","CMP","MARS-seq 2"
"W37484","MARS-seq","CMP","MARS-seq 3"
"W37485","MARS-seq","MEP","MARS-seq 0"
"W37486","MARS-seq","MEP","MARS-seq 0"
"W37487","MARS-seq","MEP","MARS-seq 0"
"W37488","MARS-seq","GMP","MARS-seq 1"
"W37489","MARS-seq","CMP","MARS-seq 3"
"W37490","MARS-seq","CMP","MARS-seq 3"
"W37491","MARS-seq","GMP","MARS-seq 1"
"W37492","MARS-seq","MEP","MARS-seq 0"
"W37493","MARS-seq","MEP","MARS-seq 0"
"W37494","MARS-seq","GMP","MARS-seq 2"
"W37496","MARS-seq","GMP","MARS-seq 1"
"W37497","MARS-seq","CMP","MARS-seq 3"
"W37498","MARS-seq","MEP","MARS-seq 0"
"W37499","MARS-seq","GMP","MARS-seq 1"
"W37500","MARS-seq","GMP","MARS-seq 1"
"W37501","MARS-seq","MEP","MARS-seq 0"
"W37502","MARS-seq","MEP","MARS-seq 0"
"W37503","MARS-seq","GMP","MARS-seq 2"
"W37504","MARS-seq","GMP","MARS-seq 4"
"W37505","MARS-seq","MEP","MARS-seq 0"
"W37506","MARS-seq","CMP","MARS-seq 3"
"W37507","MARS-seq","MEP","MARS-seq 0"
"W37508","MARS-seq","GMP","MARS-seq 1"
"W37509","MARS-seq","GMP","MARS-seq 1"
"W37510","MARS-seq","MEP","MARS-seq 3"
"W37511","MARS-seq","MEP","MARS-seq 0"
"W37512","MARS-seq","MEP","MARS-seq 0"
"W37514","MARS-seq","GMP","MARS-seq 1"
"W37515","MARS-seq","CMP","MARS-seq 3"
"W37516","MARS-seq","MEP","MARS-seq 3"
"W37517","MARS-seq","MEP","MARS-seq 0"
"W37518","MARS-seq","CMP","MARS-seq 2"
"W37519","MARS-seq","GMP","MARS-seq 4"
"W37520","MARS-seq","MEP","MARS-seq 0"
"W37521","MARS-seq","GMP","MARS-seq 1"
"W37522","MARS-seq","MEP","MARS-seq 0"
"W37523","MARS-seq","MEP","MARS-seq 0"
"W37524","MARS-seq","CMP","MARS-seq 2"
"W37525","MARS-seq","GMP","MARS-seq 4"
"W37526","MARS-seq","CMP","MARS-seq 3"
"W37527","MARS-seq","MEP","MARS-seq 3"
"W37528","MARS-seq","GMP","MARS-seq 1"
"W37529","MARS-seq","MEP","MARS-seq 0"
"W37530","MARS-seq","CMP","MARS-seq 2"
"W37531","MARS-seq","CMP","MARS-seq 3"
"W37532","MARS-seq","GMP","MARS-seq 1"
"W37534","MARS-seq","MEP","MARS-seq 0"
"W37535","MARS-seq","GMP","MARS-seq 4"
"W37537","MARS-seq","MEP","MARS-seq 0"
"W37538","MARS-seq","MEP","MARS-seq 0"
"W37539","MARS-seq","MEP","MARS-seq 0"
"W37540","MARS-seq","MEP","MARS-seq 0"
"W37541","MARS-seq","MEP","MARS-seq 0"
"W37542","MARS-seq","MEP","MARS-seq 0"
"W37545","MARS-seq","MEP","MARS-seq 0"
"W37546","MARS-seq","GMP","MARS-seq 1"
"W37548","MARS-seq","MEP","MARS-seq 0"
"W37549","MARS-seq","MEP","MARS-seq 0"
"W37551","MARS-seq","GMP","MARS-seq 2"
"W37552","MARS-seq","GMP","MARS-seq 1"
"W37553","MARS-seq","GMP","MARS-seq 1"
"W37554","MARS-seq","MEP","MARS-seq 0"
"W37555","MARS-seq","MEP","MARS-seq 0"
"W37557","MARS-seq","CMP","MARS-seq 3"
"W37558","MARS-seq","CMP","MARS-seq 2"
"W37559","MARS-seq","CMP","MARS-seq 5"
"W37561","MARS-seq","MEP","MARS-seq 0"
"W37562","MARS-seq","GMP","MARS-seq 2"
"W37563","MARS-seq","MEP","MARS-seq 0"
"W37564","MARS-seq","GMP","MARS-seq 1"
"W37565","MARS-seq","MEP","MARS-seq 0"
"W37566","MARS-seq","MEP","MARS-seq 0"
"W37567","MARS-seq","CMP","MARS-seq 2"
"W37568","MARS-seq","GMP","MARS-seq 4"
"W37569","MARS-seq","GMP","MARS-seq 1"
"W37570","MARS-seq","GMP","MARS-seq 4"
"W37572","MARS-seq","CMP","MARS-seq 2"
"W37573","MARS-seq","MEP","MARS-seq 0"
"W37574","MARS-seq","MEP","MARS-seq 0"
"W37575","MARS-seq","MEP","MARS-seq 3"
"W37577","MARS-seq","MEP","MARS-seq 0"
"W37578","MARS-seq","GMP","MARS-seq 1"
"W37579","MARS-seq","GMP","MARS-seq 2"
"W37580","MARS-seq","GMP","MARS-seq 4"
"W37581","MARS-seq","CMP","MARS-seq 2"
"W37582","MARS-seq","GMP","MARS-seq 1"
"W37583","MARS-seq","MEP","MARS-seq 0"
"W37584","MARS-seq","CMP","MARS-seq 3"
"W37585","MARS-seq","GMP","MARS-seq 1"
"W37586","MARS-seq","MEP","MARS-seq 0"
"W37587","MARS-seq","GMP","MARS-seq 1"
"W37588","MARS-seq","GMP","MARS-seq 1"
"W37589","MARS-seq","GMP","MARS-seq 1"
"W37591","MARS-seq","MEP","MARS-seq 0"
"W37593","MARS-seq","GMP","MARS-seq 4"
"W37594","MARS-seq","GMP","MARS-seq 1"
"W37595","MARS-seq","CMP","MARS-seq 2"
"W37596","MARS-seq","GMP","MARS-seq 2"
"W37597","MARS-seq","GMP","MARS-seq 4"
"W37599","MARS-seq","CMP","MARS-seq 3"
"W37601","MARS-seq","GMP","MARS-seq 1"
"W37602","MARS-seq","MEP","MARS-seq 0"
"W37603","MARS-seq","MEP","MARS-seq 3"
"W37604","MARS-seq","GMP","MARS-seq 1"
"W37605","MARS-seq","MEP","MARS-seq 0"
"W37606","MARS-seq","MEP","MARS-seq 0"
"W37607","MARS-seq","MEP","MARS-seq 0"
"W37608","MARS-seq","GMP","MARS-seq 2"
"W37609","MARS-seq","CMP","MARS-seq 3"
"W37610","MARS-seq","CMP","MARS-seq 3"
"W37611","MARS-seq","GMP","MARS-seq 1"
"W37612","MARS-seq","MEP","MARS-seq 3"
"W37613","MARS-seq","GMP","MARS-seq 1"
"W37614","MARS-seq","MEP","MARS-seq 0"
"W37615","MARS-seq","GMP","MARS-seq 4"
"W37617","MARS-seq","GMP","MARS-seq 3"
"W37618","MARS-seq","GMP","MARS-seq 1"
"W37619","MARS-seq","CMP","MARS-seq 3"
"W37620","MARS-seq","MEP","MARS-seq 0"
"W37621","MARS-seq","MEP","MARS-seq 0"
"W37622","MARS-seq","MEP","MARS-seq 0"
"W37624","MARS-seq","GMP","MARS-seq 1"
"W37625","MARS-seq","CMP","MARS-seq 3"
"W37627","MARS-seq","CMP","MARS-seq 3"
"W37628","MARS-seq","CMP","MARS-seq 2"
"W37629","MARS-seq","GMP","MARS-seq 1"
"W37630","MARS-seq","MEP","MARS-seq 0"
"W37631","MARS-seq","MEP","MARS-seq 0"
"W37633","MARS-seq","MEP","MARS-seq 0"
"W37634","MARS-seq","MEP","MARS-seq 0"
"W37635","MARS-seq","MEP","MARS-seq 0"
"W37642","MARS-seq","CMP","MARS-seq 3"
"W37644","MARS-seq","CMP","MARS-seq 2"
"W37650","MARS-seq","MEP","MARS-seq 3"
"W37651","MARS-seq","MEP","MARS-seq 0"
"W37653","MARS-seq","CMP","MARS-seq 2"
"W37654","MARS-seq","GMP","MARS-seq 1"
"W37657","MARS-seq","GMP","MARS-seq 2"
"W37658","MARS-seq","MEP","MARS-seq 3"
"W37660","MARS-seq","GMP","MARS-seq 1"
"W37661","MARS-seq","MEP","MARS-seq 0"
"W37663","MARS-seq","GMP","MARS-seq 4"
"W37664","MARS-seq","GMP","MARS-seq 1"
"W37665","MARS-seq","MEP","MARS-seq 0"
"W37666","MARS-seq","CMP","MARS-seq 3"
"W37667","MARS-seq","GMP","MARS-seq 1"
"W37668","MARS-seq","MEP","MARS-seq 0"
"W37669","MARS-seq","GMP","MARS-seq 1"
"W37670","MARS-seq","MEP","MARS-seq 0"
"W37673","MARS-seq","GMP","MARS-seq 4"
"W37674","MARS-seq","CMP","MARS-seq 2"
"W37675","MARS-seq","MEP","MARS-seq 0"
"W37676","MARS-seq","CMP","MARS-seq 2"
"W37680","MARS-seq","GMP","MARS-seq 1"
"W37682","MARS-seq","MEP","MARS-seq 0"
"W37683","MARS-seq","MEP","MARS-seq 0"
"W37684","MARS-seq","GMP","MARS-seq 2"
"W37685","MARS-seq","GMP","MARS-seq 2"
"W37686","MARS-seq","CMP","MARS-seq 3"
"W37687","MARS-seq","GMP","MARS-seq 1"
"W37689","MARS-seq","GMP","MARS-seq 1"
"W37691","MARS-seq","MEP","MARS-seq 0"
"W37692","MARS-seq","MEP","MARS-seq 0"
"W37693","MARS-seq","MEP","MARS-seq 0"
"W37694","MARS-seq","GMP","MARS-seq 1"
"W37696","MARS-seq","GMP","MARS-seq 4"
"W37698","MARS-seq","CMP","MARS-seq 3"
"W37699","MARS-seq","MEP","MARS-seq 0"
"W37700","MARS-seq","GMP","MARS-seq 1"
"W37701","MARS-seq","GMP","MARS-seq 1"
"W37702","MARS-seq","GMP","MARS-seq 1"
"W37704","MARS-seq","CMP","MARS-seq 2"
"W37706","MARS-seq","GMP","MARS-seq 1"
"W37707","MARS-seq","GMP","MARS-seq 2"
"W37708","MARS-seq","MEP","MARS-seq 0"
"W37709","MARS-seq","CMP","MARS-seq 3"
"W37710","MARS-seq","MEP","MARS-seq 0"
"W37711","MARS-seq","GMP","MARS-seq 4"
"W37712","MARS-seq","CMP","MARS-seq 2"
"W37713","MARS-seq","MEP","MARS-seq 3"
"W37714","MARS-seq","MEP","MARS-seq 0"
"W37715","MARS-seq","GMP","MARS-seq 1"
"W37716","MARS-seq","GMP","MARS-seq 4"
"W37717","MARS-seq","GMP","MARS-seq 4"
"W37718","MARS-seq","MEP","MARS-seq 0"
"W37719","MARS-seq","GMP","MARS-seq 2"
"W37720","MARS-seq","MEP","MARS-seq 0"
"W37721","MARS-seq","GMP","MARS-seq 1"
"W37722","MARS-seq","GMP","MARS-seq 1"
"W37723","MARS-seq","CMP","MARS-seq 3"
"W37724","MARS-seq","MEP","MARS-seq 0"
"W37725","MARS-seq","MEP","MARS-seq 0"
"W37726","MARS-seq","MEP","MARS-seq 0"
"W37728","MARS-seq","GMP","MARS-seq 1"
"W37729","MARS-seq","GMP","MARS-seq 2"
"W37730","MARS-seq","MEP","MARS-seq 0"
"W37731","MARS-seq","GMP","MARS-seq 4"
"W37737","MARS-seq","MEP","MARS-seq 0"
"W37738","MARS-seq","MEP","MARS-seq 3"
"W37739","MARS-seq","GMP","MARS-seq 2"
"W37745","MARS-seq","MEP","MARS-seq 0"
"W37746","MARS-seq","MEP","MARS-seq 0"
"W37747","MARS-seq","MEP","MARS-seq 0"
"W37748","MARS-seq","GMP","MARS-seq 4"
"W37753","MARS-seq","MEP","MARS-seq 0"
"W37754","MARS-seq","GMP","MARS-seq 4"
"W37756","MARS-seq","GMP","MARS-seq 1"
"W37758","MARS-seq","GMP","MARS-seq 4"
"W37759","MARS-seq","MEP","MARS-seq 0"
"W37761","MARS-seq","MEP","MARS-seq 0"
"W37762","MARS-seq","GMP","MARS-seq 2"
"W37763","MARS-seq","GMP","MARS-seq 2"
"W37764","MARS-seq","GMP","MARS-seq 2"
"W37765","MARS-seq","MEP","MARS-seq 0"
"W37766","MARS-seq","GMP","MARS-seq 4"
"W37769","MARS-seq","MEP","MARS-seq 0"
"W37770","MARS-seq","GMP","MARS-seq 1"
"W37771","MARS-seq","MEP","MARS-seq 0"
"W37772","MARS-seq","GMP","MARS-seq 1"
"W37776","MARS-seq","MEP","MARS-seq 3"
"W37777","MARS-seq","GMP","MARS-seq 1"
"W37778","MARS-seq","CMP","MARS-seq 3"
"W37779","MARS-seq","MEP","MARS-seq 0"
"W37780","MARS-seq","CMP","MARS-seq 2"
"W37781","MARS-seq","MEP","MARS-seq 0"
"W37782","MARS-seq","MEP","MARS-seq 0"
"W37786","MARS-seq","MEP","MARS-seq 0"
"W37788","MARS-seq","GMP","MARS-seq 1"
"W37790","MARS-seq","MEP","MARS-seq 0"
"W37793","MARS-seq","CMP","MARS-seq 1"
"W37794","MARS-seq","GMP","MARS-seq 4"
"W37795","MARS-seq","MEP","MARS-seq 0"
"W37796","MARS-seq","GMP","MARS-seq 1"
"W37797","MARS-seq","GMP","MARS-seq 4"
"W37798","MARS-seq","MEP","MARS-seq 0"
"W37799","MARS-seq","CMP","MARS-seq 2"
"W37800","MARS-seq","GMP","MARS-seq 1"
"W37801","MARS-seq","GMP","MARS-seq 2"
"W37802","MARS-seq","CMP","MARS-seq 5"
"W37803","MARS-seq","GMP","MARS-seq 4"
"W37804","MARS-seq","MEP","MARS-seq 0"
"W37805","MARS-seq","GMP","MARS-seq 1"
"W37806","MARS-seq","CMP","MARS-seq 3"
"W37807","MARS-seq","GMP","MARS-seq 1"
"W37809","MARS-seq","GMP","MARS-seq 1"
"W37811","MARS-seq","MEP","MARS-seq 0"
"W37812","MARS-seq","MEP","MARS-seq 0"
"W37813","MARS-seq","GMP","MARS-seq 1"
"W37817","MARS-seq","MEP","MARS-seq 0"
"W37818","MARS-seq","GMP","MARS-seq 4"
"W37819","MARS-seq","MEP","MARS-seq 0"
"W37820","MARS-seq","MEP","MARS-seq 0"
"W37821","MARS-seq","GMP","MARS-seq 2"
"W37822","MARS-seq","GMP","MARS-seq 1"
"W37825","MARS-seq","GMP","MARS-seq 1"
"W37826","MARS-seq","GMP","MARS-seq 1"
"W37828","MARS-seq","GMP","MARS-seq 4"
"W37830","MARS-seq","MEP","MARS-seq 3"
"W37833","MARS-seq","MEP","MARS-seq 0"
"W37835","MARS-seq","GMP","MARS-seq 1"
"W37838","MARS-seq","MEP","MARS-seq 3"
"W37841","MARS-seq","MEP","MARS-seq 0"
"W37842","MARS-seq","GMP","MARS-seq 1"
"W37843","MARS-seq","GMP","MARS-seq 2"
"W37844","MARS-seq","CMP","MARS-seq 2"
"W37847","MARS-seq","MEP","MARS-seq 3"
"W37848","MARS-seq","MEP","MARS-seq 3"
"W37849","MARS-seq","GMP","MARS-seq 4"
"W37850","MARS-seq","GMP","MARS-seq 1"
"W37851","MARS-seq","MEP","MARS-seq 0"
"W37852","MARS-seq","MEP","MARS-seq 0"
"W37853","MARS-seq","GMP","MARS-seq 1"
"W37854","MARS-seq","CMP","MARS-seq 2"
"W37857","MARS-seq","GMP","MARS-seq 2"
"W37858","MARS-seq","MEP","MARS-seq 0"
"W37859","MARS-seq","MEP","MARS-seq 0"
"W37860","MARS-seq","CMP","MARS-seq 3"
"W37861","MARS-seq","GMP","MARS-seq 4"
"W37863","MARS-seq","GMP","MARS-seq 4"
"W37864","MARS-seq","MEP","MARS-seq 0"
"W37865","MARS-seq","MEP","MARS-seq 0"
"W37866","MARS-seq","GMP","MARS-seq 4"
"W37867","MARS-seq","CMP","MARS-seq 3"
"W37868","MARS-seq","GMP","MARS-seq 4"
"W37870","MARS-seq","GMP","MARS-seq 2"
"W37872","MARS-seq","GMP","MARS-seq 2"
"W37873","MARS-seq","MEP","MARS-seq 0"
"W37874","MARS-seq","MEP","MARS-seq 0"
"W37875","MARS-seq","MEP","MARS-seq 0"
"W37876","MARS-seq","MEP","MARS-seq 0"
"W37878","MARS-seq","MEP","MARS-seq 0"
"W37879","MARS-seq","GMP","MARS-seq 4"
"W37880","MARS-seq","GMP","MARS-seq 1"
"W37881","MARS-seq","MEP","MARS-seq 0"
"W37882","MARS-seq","GMP","MARS-seq 1"
"W37883","MARS-seq","GMP","MARS-seq 4"
"W37885","MARS-seq","GMP","MARS-seq 3"
"W37886","MARS-seq","GMP","MARS-seq 1"
"W37887","MARS-seq","MEP","MARS-seq 0"
"W37888","MARS-seq","MEP","MARS-seq 0"
"W37889","MARS-seq","GMP","MARS-seq 1"
"W37890","MARS-seq","CMP","MARS-seq 3"
"W37891","MARS-seq","MEP","MARS-seq 3"
"W37892","MARS-seq","GMP","MARS-seq 2"
"W37893","MARS-seq","MEP","MARS-seq 0"
"W37894","MARS-seq","GMP","MARS-seq 1"
"W37895","MARS-seq","GMP","MARS-seq 4"
"W37896","MARS-seq","MEP","MARS-seq 0"
"W37898","MARS-seq","GMP","MARS-seq 1"
"W37899","MARS-seq","MEP","MARS-seq 0"
"W37900","MARS-seq","MEP","MARS-seq 0"
"W37901","MARS-seq","MEP","MARS-seq 0"
"W37902","MARS-seq","GMP","MARS-seq 4"
"W37903","MARS-seq","CMP","MARS-seq 3"
"W37904","MARS-seq","MEP","MARS-seq 0"
"W37906","MARS-seq","CMP","MARS-seq 2"
"W37907","MARS-seq","CMP","MARS-seq 3"
"W37908","MARS-seq","MEP","MARS-seq 3"
"W37909","MARS-seq","MEP","MARS-seq 3"
"W37910","MARS-seq","GMP","MARS-seq 2"
"W37913","MARS-seq","MEP","MARS-seq 3"
"W37914","MARS-seq","CMP","MARS-seq 3"
"W37915","MARS-seq","MEP","MARS-seq 0"
"W37916","MARS-seq","CMP","MARS-seq 3"
"W37917","MARS-seq","MEP","MARS-seq 0"
"W37918","MARS-seq","MEP","MARS-seq 0"
"W37919","MARS-seq","MEP","MARS-seq 0"
"W37921","MARS-seq","GMP","MARS-seq 1"
"W37922","MARS-seq","GMP","MARS-seq 1"
"W37923","MARS-seq","MEP","MARS-seq 0"
"W37924","MARS-seq","MEP","MARS-seq 3"
"W37929","MARS-seq","GMP","MARS-seq 1"
"W37930","MARS-seq","CMP","MARS-seq 5"
"W37935","MARS-seq","MEP","MARS-seq 0"
"W37937","MARS-seq","MEP","MARS-seq 0"
"W37938","MARS-seq","MEP","MARS-seq 0"
"W37939","MARS-seq","GMP","MARS-seq 4"
"W37940","MARS-seq","MEP","MARS-seq 0"
"W37941","MARS-seq","CMP","MARS-seq 2"
"W37942","MARS-seq","GMP","MARS-seq 1"
"W37943","MARS-seq","GMP","MARS-seq 2"
"W37945","MARS-seq","CMP","MARS-seq 2"
"W37946","MARS-seq","GMP","MARS-seq 1"
"W37948","MARS-seq","GMP","MARS-seq 1"
"W37951","MARS-seq","CMP","MARS-seq 3"
"W37952","MARS-seq","MEP","MARS-seq 0"
"W37953","MARS-seq","GMP","MARS-seq 4"
"W37954","MARS-seq","GMP","MARS-seq 1"
"W37955","MARS-seq","MEP","MARS-seq 0"
"W37956","MARS-seq","GMP","MARS-seq 4"
"W37957","MARS-seq","GMP","MARS-seq 2"
"W37959","MARS-seq","MEP","MARS-seq 0"
"W37960","MARS-seq","MEP","MARS-seq 0"
"W37961","MARS-seq","CMP","MARS-seq 3"
"W37962","MARS-seq","GMP","MARS-seq 1"
"W37963","MARS-seq","GMP","MARS-seq 1"
"W37964","MARS-seq","MEP","MARS-seq 0"
"W37965","MARS-seq","MEP","MARS-seq 0"
"W37967","MARS-seq","MEP","MARS-seq 3"
"W37969","MARS-seq","MEP","MARS-seq 0"
"W37970","MARS-seq","CMP","MARS-seq 2"
"W37971","MARS-seq","CMP","MARS-seq 3"
"W37972","MARS-seq","CMP","MARS-seq 1"
"W37974","MARS-seq","GMP","MARS-seq 4"
"W37975","MARS-seq","GMP","MARS-seq 1"
"W37977","MARS-seq","GMP","MARS-seq 2"
"W37978","MARS-seq","MEP","MARS-seq 0"
"W37979","MARS-seq","CMP","MARS-seq 3"
